Reporting year,Remoteness Area,Sex,Potentially preventable hospitalisation (PPH) category,Potentially preventable hospitalisation (PPH) condition,Population,"PPH per 100,000 people (age-standardised)","PPH per 100,000 people (crude)",Number of PPH,Number of same day PPH,Percentage of PPH that are same day (%),Total PPH bed days,Average length of stay (days)
2013–14,Remote,Persons,Acute PPH,"Urinary tract infections, including pyelonephritis",305316.9,368,345,"1,054",197,18.7,"3,579",3.4
2013–14,Remote,Persons,Acute and vaccine preventable PPH,Total acute and vaccine preventable,305316.9,"2,311","2,317","7,073","2,222",31.4,"22,974",3.2
2013–14,Remote,Males,Acute and vaccine preventable PPH,Total acute and vaccine preventable,161727.4,"2,183","2,190","3,542","1,099",31.0,"12,361",3.5
2013–14,Remote,Females,Acute and vaccine preventable PPH,Total acute and vaccine preventable,143589.5,"2,457","2,459","3,531","1,123",31.8,"10,612",3.0
2013–14,Remote,Males,Chronic PPH,Angina,161727.4,276,273,441,130,29.5,825,1.9
2013–14,Remote,Females,Chronic PPH,Angina,143589.5,203,202,290,69,24.0,577,2.0
2013–14,Remote,Persons,Chronic PPH,Angina,305316.9,242,239,731,200,27.3,"1,402",1.9
2013–14,Remote,Persons,Chronic PPH,Asthma,305316.9,157,158,483,104,21.5,"1,038",2.2
2013–14,Remote,Males,Chronic PPH,Asthma,161727.4,108,106,172,37,21.5,323,1.9
2013–14,Remote,Females,Chronic PPH,Asthma,143589.5,213,217,311,67,21.5,715,2.3
2013–14,Remote,Males,Chronic PPH,Bronchiectasis,161727.4,74,79,127,17,13.7,582,4.6
2013–14,Remote,Females,Chronic PPH,Bronchiectasis,143589.5,55,54,77,11,13.8,422,5.5
2013–14,Remote,Persons,Chronic PPH,Bronchiectasis,305316.9,66,67,204,28,13.7,"1,004",4.9
2013–14,Remote,Persons,Chronic PPH,COPD,305316.9,467,437,"1,333",97,7.2,"6,527",4.9
2013–14,Remote,Males,Chronic PPH,COPD,161727.4,496,440,711,51,7.2,"3,611",5.1
2013–14,Remote,Females,Chronic PPH,COPD,143589.5,451,433,622,45,7.3,"2,916",4.7
2013–14,Remote,Males,Chronic PPH,Congestive cardiac failure,161727.4,297,257,415,31,7.5,"2,145",5.2
2013–14,Remote,Females,Chronic PPH,Congestive cardiac failure,143589.5,212,195,281,26,9.2,"1,646",5.9
2013–14,Remote,Persons,Chronic PPH,Congestive cardiac failure,305316.9,258,228,695,57,8.2,"3,792",5.5
2013–14,Remote,Persons,Chronic PPH,Diabetes complications,305316.9,269,269,821,139,17.0,"4,858",5.9
2013–14,Remote,Males,Chronic PPH,Diabetes complications,161727.4,292,298,481,89,18.4,"3,103",6.4
2013–14,Remote,Females,Chronic PPH,Diabetes complications,143589.5,242,237,340,51,14.9,"1,755",5.2
2013–14,Remote,Males,Chronic PPH,Hypertension,161727.4,35,34,54,12,22.9,130,2.4
2013–14,Remote,Females,Chronic PPH,Hypertension,143589.5,99,92,132,22,16.9,330,2.5
2013–14,Remote,Persons,Chronic PPH,Hypertension,305316.9,66,61,186,35,18.6,460,2.5
2013–14,Remote,Persons,Chronic PPH,Iron deficiency anaemia,305316.9,152,144,439,354,80.6,583,1.3
2013–14,Remote,Males,Chronic PPH,Iron deficiency anaemia,161727.4,99,93,150,109,72.6,203,1.4
2013–14,Remote,Females,Chronic PPH,Iron deficiency anaemia,143589.5,213,201,289,245,84.7,379,1.3
2013–14,Remote,Males,Chronic PPH,Nutritional deficiencies,161727.4,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2013–14,Remote,Females,Chronic PPH,Nutritional deficiencies,143589.5,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2013–14,Remote,Persons,Chronic PPH,Nutritional deficiencies,305316.9,n.p,n.p,5,n.p,n.p,n.p,n.p
2013–14,Remote,Persons,Chronic PPH,Rheumatic heart disease,305316.9,45,43,132,20,15.3,932,7.1
2013–14,Remote,Males,Chronic PPH,Rheumatic heart disease,161727.4,28,26,42,10,22.5,279,6.6
2013–14,Remote,Females,Chronic PPH,Rheumatic heart disease,143589.5,65,62,89,11,11.9,653,7.3
2013–14,Remote,Males,Chronic PPH,Total chronic,161727.4,"1,709","1,607","2,599",486,18.7,"11,244",4.3
2013–14,Remote,Females,Chronic PPH,Total chronic,143589.5,"1,754","1,693","2,431",546,22.5,"9,418",3.9
2013–14,Remote,Persons,Chronic PPH,Total chronic,305316.9,"1,723","1,647","5,030","1,033",20.5,"20,662",4.1
2013–14,Remote,Persons,Chronic PPH,Type 1 diabetes complications,305316.9,65,63,193,32,16.5,781,4.1
2013–14,Remote,Males,Chronic PPH,Type 1 diabetes complications,161727.4,63,62,100,20,20.0,440,4.4
2013–14,Remote,Females,Chronic PPH,Type 1 diabetes complications,143589.5,68,64,93,12,12.7,342,3.7
2013–14,Remote,Males,Chronic PPH,Type 2 diabetes complications,161727.4,220,227,367,63,17.0,"2,635",7.2
2013–14,Remote,Females,Chronic PPH,Type 2 diabetes complications,143589.5,170,169,242,38,15.6,"1,389",5.7
2013–14,Remote,Persons,Chronic PPH,Type 2 diabetes complications,305316.9,197,200,609,100,16.5,"4,024",6.6
2013–14,Remote,Persons,Total PPH,Total potentially preventable,305316.9,"4,000","3,929","11,996","3,248",27.1,"42,561",3.5
2013–14,Remote,Males,Total PPH,Total potentially preventable,161727.4,"3,855","3,758","6,078","1,584",26.1,"22,935",3.8
2013–14,Remote,Females,Total PPH,Total potentially preventable,143589.5,"4,180","4,121","5,918","1,665",28.1,"19,626",3.3
